evaluator,generator,dataset,distance,performance
qwen-2.5-72b,ll-3.1-405b,sharegpt,45,0.175
qwen-3.0-80b,ll-3.1-405b,sharegpt,-66,0.15
deepseek-3.1,ll-3.1-405b,sharegpt,-83,0.23
kimi-k2,ll-3.1-405b,sharegpt,-87,0.485
gpt-4o-mini,qwen-2.5-72b,sharegpt,-18,0.23
gpt-4.1-mini,qwen-2.5-72b,sharegpt,-90,0.075
gpt-4o,qwen-2.5-72b,sharegpt,-152,0.085
gpt-4.1,qwen-2.5-72b,sharegpt,-123,0.795
haiku-3.5,qwen-2.5-72b,sharegpt,-32,0.65
sonnet-4.5,qwen-2.5-72b,sharegpt,-157,0.795
opus-4.1,qwen-2.5-72b,sharegpt,-155,0.96
gemini-2.0-flash-lite,qwen-2.5-72b,sharegpt,-68,0.15
gemini-2.0-flash,qwen-2.5-72b,sharegpt,-74,0.54
ll-3.1-8b,qwen-2.5-72b,sharegpt,55,0.5399999999999999
ll-3.1-70b,qwen-2.5-72b,sharegpt,3,0.72
ll-3.1-405b,qwen-2.5-72b,sharegpt,-45,0.31
qwen-3.0-80b,qwen-2.5-72b,sharegpt,-111,0.085
deepseek-3.1,qwen-2.5-72b,sharegpt,-128,0.09
kimi-k2,qwen-2.5-72b,sharegpt,-132,0.395
gpt-4o-mini,qwen-3.0-80b,sharegpt,93,0.325
gpt-4.1-mini,qwen-3.0-80b,sharegpt,21,0.045
gpt-4o,qwen-3.0-80b,sharegpt,-41,0.1110958904109589
gpt-4.1,qwen-3.0-80b,sharegpt,-12,0.615
haiku-3.5,qwen-3.0-80b,sharegpt,79,0.66
sonnet-4.5,qwen-3.0-80b,sharegpt,-46,0.84
opus-4.1,qwen-3.0-80b,sharegpt,-44,0.97
gemini-2.0-flash-lite,qwen-3.0-80b,sharegpt,43,0.07
gemini-2.0-flash,qwen-3.0-80b,sharegpt,37,0.335
ll-3.1-8b,qwen-3.0-80b,sharegpt,166,0.595
ll-3.1-70b,qwen-3.0-80b,sharegpt,114,0.63
ll-3.1-405b,qwen-3.0-80b,sharegpt,66,0.695
qwen-2.5-72b,qwen-3.0-80b,sharegpt,111,0.075
deepseek-3.1,qwen-3.0-80b,sharegpt,-17,0.055
kimi-k2,qwen-3.0-80b,sharegpt,-21,0.255
gpt-4o-mini,deepseek-3.1,sharegpt,110,0.26
gpt-4.1-mini,deepseek-3.1,sharegpt,38,0.055
gpt-4o,deepseek-3.1,sharegpt,-24,0.1320467365028203
gpt-4.1,deepseek-3.1,sharegpt,5,0.675
haiku-3.5,deepseek-3.1,sharegpt,96,0.54
sonnet-4.5,deepseek-3.1,sharegpt,-29,0.685
opus-4.1,deepseek-3.1,sharegpt,-27,0.88
gemini-2.0-flash-lite,deepseek-3.1,sharegpt,60,0.08
gemini-2.0-flash,deepseek-3.1,sharegpt,54,0.335
ll-3.1-8b,deepseek-3.1,sharegpt,183,0.525
ll-3.1-70b,deepseek-3.1,sharegpt,131,0.595
ll-3.1-405b,deepseek-3.1,sharegpt,83,0.5149999999999999
qwen-2.5-72b,deepseek-3.1,sharegpt,128,0.09
qwen-3.0-80b,deepseek-3.1,sharegpt,17,0.045
kimi-k2,deepseek-3.1,sharegpt,-4,0.255
gpt-4o-mini,kimi-k2,sharegpt,114,0.595
gpt-4.1-mini,kimi-k2,sharegpt,42,0.14
gpt-4o,kimi-k2,sharegpt,-20,0.1991666666666667
gpt-4.1,kimi-k2,sharegpt,9,0.68
haiku-3.5,kimi-k2,sharegpt,100,0.735
sonnet-4.5,kimi-k2,sharegpt,-25,0.88
opus-4.1,kimi-k2,sharegpt,-23,0.935
gemini-2.0-flash-lite,kimi-k2,sharegpt,64,0.125
gemini-2.0-flash,kimi-k2,sharegpt,58,0.465
ll-3.1-8b,kimi-k2,sharegpt,187,0.51
ll-3.1-70b,kimi-k2,sharegpt,135,0.895
ll-3.1-405b,kimi-k2,sharegpt,87,0.83
qwen-2.5-72b,kimi-k2,sharegpt,132,0.19
qwen-3.0-80b,kimi-k2,sharegpt,21,0.04
deepseek-3.1,kimi-k2,sharegpt,4,0.07
gpt-4.1-mini,gpt-4o-mini,pku_saferlhf,-72,0.01
gpt-4o,gpt-4o-mini,pku_saferlhf,-134,0.0915384615384615
gpt-4.1,gpt-4o-mini,pku_saferlhf,-105,0.36
haiku-3.5,gpt-4o-mini,pku_saferlhf,-14,0.29
sonnet-4.5,gpt-4o-mini,pku_saferlhf,-139,0.98
opus-4.1,gpt-4o-mini,pku_saferlhf,-137,0.9894736842105264
gemini-2.0-flash-lite,gpt-4o-mini,pku_saferlhf,-50,0.47
gemini-2.0-flash,gpt-4o-mini,pku_saferlhf,-56,0.64
ll-3.1-8b,gpt-4o-mini,pku_saferlhf,73,0.59
ll-3.1-70b,gpt-4o-mini,pku_saferlhf,21,0.32
ll-3.1-405b,gpt-4o-mini,pku_saferlhf,-27,0.19
qwen-2.5-72b,gpt-4o-mini,pku_saferlhf,18,0.2
qwen-3.0-80b,gpt-4o-mini,pku_saferlhf,-93,0.0
deepseek-3.1,gpt-4o-mini,pku_saferlhf,-110,0.04
kimi-k2,gpt-4o-mini,pku_saferlhf,-114,0.53
gpt-4o-mini,gpt-4.1-mini,pku_saferlhf,72,0.3
gpt-4o,gpt-4.1-mini,pku_saferlhf,-62,0.08
gpt-4.1,gpt-4.1-mini,pku_saferlhf,-33,0.24
haiku-3.5,gpt-4.1-mini,pku_saferlhf,58,0.25
sonnet-4.5,gpt-4.1-mini,pku_saferlhf,-67,0.92
opus-4.1,gpt-4.1-mini,pku_saferlhf,-65,0.915945945945946
gemini-2.0-flash-lite,gpt-4.1-mini,pku_saferlhf,22,0.54
gemini-2.0-flash,gpt-4.1-mini,pku_saferlhf,16,0.62
ll-3.1-8b,gpt-4.1-mini,pku_saferlhf,145,0.56
ll-3.1-70b,gpt-4.1-mini,pku_saferlhf,93,0.3
ll-3.1-405b,gpt-4.1-mini,pku_saferlhf,45,0.18
qwen-2.5-72b,gpt-4.1-mini,pku_saferlhf,90,0.16
qwen-3.0-80b,gpt-4.1-mini,pku_saferlhf,-21,0.0
deepseek-3.1,gpt-4.1-mini,pku_saferlhf,-38,0.0
kimi-k2,gpt-4.1-mini,pku_saferlhf,-42,0.53
gpt-4o-mini,gpt-4o,pku_saferlhf,134,0.21
gpt-4.1-mini,gpt-4o,pku_saferlhf,62,0.0
gpt-4.1,gpt-4o,pku_saferlhf,29,0.28
haiku-3.5,gpt-4o,pku_saferlhf,120,0.31
sonnet-4.5,gpt-4o,pku_saferlhf,-5,0.98
opus-4.1,gpt-4o,pku_saferlhf,-3,0.9794736842105264
gemini-2.0-flash-lite,gpt-4o,pku_saferlhf,84,0.31
gemini-2.0-flash,gpt-4o,pku_saferlhf,78,0.64
ll-3.1-8b,gpt-4o,pku_saferlhf,207,0.5
ll-3.1-70b,gpt-4o,pku_saferlhf,155,0.23
ll-3.1-405b,gpt-4o,pku_saferlhf,107,0.01
qwen-2.5-72b,gpt-4o,pku_saferlhf,152,0.01
qwen-3.0-80b,gpt-4o,pku_saferlhf,41,0.0
deepseek-3.1,gpt-4o,pku_saferlhf,24,0.0
kimi-k2,gpt-4o,pku_saferlhf,20,0.4
gpt-4o-mini,gpt-4.1,pku_saferlhf,105,0.28
gpt-4.1-mini,gpt-4.1,pku_saferlhf,33,0.0
gpt-4o,gpt-4.1,pku_saferlhf,-29,0.05
haiku-3.5,gpt-4.1,pku_saferlhf,91,0.26
sonnet-4.5,gpt-4.1,pku_saferlhf,-34,0.97
opus-4.1,gpt-4.1,pku_saferlhf,-32,0.8667567567567568
gemini-2.0-flash-lite,gpt-4.1,pku_saferlhf,55,0.28
gemini-2.0-flash,gpt-4.1,pku_saferlhf,49,0.48
ll-3.1-8b,gpt-4.1,pku_saferlhf,178,0.54
ll-3.1-70b,gpt-4.1,pku_saferlhf,126,0.44
ll-3.1-405b,gpt-4.1,pku_saferlhf,78,0.15
qwen-2.5-72b,gpt-4.1,pku_saferlhf,123,0.12
qwen-3.0-80b,gpt-4.1,pku_saferlhf,12,0.0
deepseek-3.1,gpt-4.1,pku_saferlhf,-5,0.0
kimi-k2,gpt-4.1,pku_saferlhf,-9,0.45
gpt-4o-mini,haiku-3.5,pku_saferlhf,14,0.46
gpt-4.1-mini,haiku-3.5,pku_saferlhf,-58,0.01
gpt-4o,haiku-3.5,pku_saferlhf,-120,0.08
gpt-4.1,haiku-3.5,pku_saferlhf,-91,0.43
sonnet-4.5,haiku-3.5,pku_saferlhf,-125,0.9
opus-4.1,haiku-3.5,pku_saferlhf,-123,0.62
gemini-2.0-flash-lite,haiku-3.5,pku_saferlhf,-36,0.86
gemini-2.0-flash,haiku-3.5,pku_saferlhf,-42,0.68
ll-3.1-8b,haiku-3.5,pku_saferlhf,87,0.53
ll-3.1-70b,haiku-3.5,pku_saferlhf,35,0.33
ll-3.1-405b,haiku-3.5,pku_saferlhf,-13,0.42
qwen-2.5-72b,haiku-3.5,pku_saferlhf,32,0.22
qwen-3.0-80b,haiku-3.5,pku_saferlhf,-79,0.0
deepseek-3.1,haiku-3.5,pku_saferlhf,-96,0.0
kimi-k2,haiku-3.5,pku_saferlhf,-100,0.65
gpt-4o-mini,sonnet-4.5,pku_saferlhf,139,0.38
gpt-4.1-mini,sonnet-4.5,pku_saferlhf,67,0.0
gpt-4o,sonnet-4.5,pku_saferlhf,5,0.03
gpt-4.1,sonnet-4.5,pku_saferlhf,34,0.31
haiku-3.5,sonnet-4.5,pku_saferlhf,125,0.36
opus-4.1,sonnet-4.5,pku_saferlhf,2,0.5
gemini-2.0-flash-lite,sonnet-4.5,pku_saferlhf,89,0.09
gemini-2.0-flash,sonnet-4.5,pku_saferlhf,83,0.45
ll-3.1-8b,sonnet-4.5,pku_saferlhf,212,0.54
ll-3.1-70b,sonnet-4.5,pku_saferlhf,160,0.46
ll-3.1-405b,sonnet-4.5,pku_saferlhf,112,0.08
qwen-2.5-72b,sonnet-4.5,pku_saferlhf,157,0.12
qwen-3.0-80b,sonnet-4.5,pku_saferlhf,46,0.0
deepseek-3.1,sonnet-4.5,pku_saferlhf,29,0.0
kimi-k2,sonnet-4.5,pku_saferlhf,25,0.31
gpt-4o-mini,opus-4.1,pku_saferlhf,137,0.31
gpt-4.1-mini,opus-4.1,pku_saferlhf,65,0.01
gpt-4o,opus-4.1,pku_saferlhf,3,0.03
gpt-4.1,opus-4.1,pku_saferlhf,32,0.26
haiku-3.5,opus-4.1,pku_saferlhf,123,0.28
sonnet-4.5,opus-4.1,pku_saferlhf,-2,0.72
gemini-2.0-flash-lite,opus-4.1,pku_saferlhf,87,0.08
gemini-2.0-flash,opus-4.1,pku_saferlhf,81,0.37
ll-3.1-8b,opus-4.1,pku_saferlhf,210,0.52
ll-3.1-70b,opus-4.1,pku_saferlhf,158,0.36
ll-3.1-405b,opus-4.1,pku_saferlhf,110,0.03
qwen-2.5-72b,opus-4.1,pku_saferlhf,155,0.11
qwen-3.0-80b,opus-4.1,pku_saferlhf,44,0.0
deepseek-3.1,opus-4.1,pku_saferlhf,27,0.0
kimi-k2,opus-4.1,pku_saferlhf,23,0.3
gpt-4o-mini,gemini-2.0-flash-lite,pku_saferlhf,50,0.64
gpt-4.1-mini,gemini-2.0-flash-lite,pku_saferlhf,-22,0.12
gpt-4o,gemini-2.0-flash-lite,pku_saferlhf,-84,0.31
gpt-4.1,gemini-2.0-flash-lite,pku_saferlhf,-55,0.92
haiku-3.5,gemini-2.0-flash-lite,pku_saferlhf,36,0.4
sonnet-4.5,gemini-2.0-flash-lite,pku_saferlhf,-89,1.0
opus-4.1,gemini-2.0-flash-lite,pku_saferlhf,-87,0.98
gemini-2.0-flash,gemini-2.0-flash-lite,pku_saferlhf,-6,0.78
ll-3.1-8b,gemini-2.0-flash-lite,pku_saferlhf,123,0.6
ll-3.1-70b,gemini-2.0-flash-lite,pku_saferlhf,71,0.78
ll-3.1-405b,gemini-2.0-flash-lite,pku_saferlhf,23,0.83
qwen-2.5-72b,gemini-2.0-flash-lite,pku_saferlhf,68,0.82
qwen-3.0-80b,gemini-2.0-flash-lite,pku_saferlhf,-43,0.0
deepseek-3.1,gemini-2.0-flash-lite,pku_saferlhf,-60,0.02
kimi-k2,gemini-2.0-flash-lite,pku_saferlhf,-64,0.86
gpt-4o-mini,gemini-2.0-flash,pku_saferlhf,56,0.32
gpt-4.1-mini,gemini-2.0-flash,pku_saferlhf,-16,0.04
gpt-4o,gemini-2.0-flash,pku_saferlhf,-78,0.0507692307692307
gpt-4.1,gemini-2.0-flash,pku_saferlhf,-49,0.5
haiku-3.5,gemini-2.0-flash,pku_saferlhf,42,0.4
sonnet-4.5,gemini-2.0-flash,pku_saferlhf,-83,0.99
opus-4.1,gemini-2.0-flash,pku_saferlhf,-81,0.96
gemini-2.0-flash-lite,gemini-2.0-flash,pku_saferlhf,6,0.42
ll-3.1-8b,gemini-2.0-flash,pku_saferlhf,129,0.55
ll-3.1-70b,gemini-2.0-flash,pku_saferlhf,77,0.57
ll-3.1-405b,gemini-2.0-flash,pku_saferlhf,29,0.17
qwen-2.5-72b,gemini-2.0-flash,pku_saferlhf,74,0.24
qwen-3.0-80b,gemini-2.0-flash,pku_saferlhf,-37,0.0
deepseek-3.1,gemini-2.0-flash,pku_saferlhf,-54,0.01
kimi-k2,gemini-2.0-flash,pku_saferlhf,-58,0.58
gpt-4o-mini,ll-3.1-8b,pku_saferlhf,-73,0.6
gpt-4.1-mini,ll-3.1-8b,pku_saferlhf,-145,0.26
gpt-4o,ll-3.1-8b,pku_saferlhf,-207,0.602051282051282
gpt-4.1,ll-3.1-8b,pku_saferlhf,-178,0.91
haiku-3.5,ll-3.1-8b,pku_saferlhf,-87,0.58
sonnet-4.5,ll-3.1-8b,pku_saferlhf,-212,1.0
opus-4.1,ll-3.1-8b,pku_saferlhf,-210,0.99
gemini-2.0-flash-lite,ll-3.1-8b,pku_saferlhf,-123,0.88
gemini-2.0-flash,ll-3.1-8b,pku_saferlhf,-129,0.76
ll-3.1-70b,ll-3.1-8b,pku_saferlhf,-52,0.79
ll-3.1-405b,ll-3.1-8b,pku_saferlhf,-100,0.91
qwen-2.5-72b,ll-3.1-8b,pku_saferlhf,-55,0.9
qwen-3.0-80b,ll-3.1-8b,pku_saferlhf,-166,0.03
deepseek-3.1,ll-3.1-8b,pku_saferlhf,-183,0.18
kimi-k2,ll-3.1-8b,pku_saferlhf,-187,0.84
gpt-4o-mini,ll-3.1-70b,pku_saferlhf,-21,0.3
gpt-4.1-mini,ll-3.1-70b,pku_saferlhf,-93,0.05
gpt-4o,ll-3.1-70b,pku_saferlhf,-155,0.1923076923076923
gpt-4.1,ll-3.1-70b,pku_saferlhf,-126,0.57
haiku-3.5,ll-3.1-70b,pku_saferlhf,-35,0.4
sonnet-4.5,ll-3.1-70b,pku_saferlhf,-160,0.99
opus-4.1,ll-3.1-70b,pku_saferlhf,-158,0.99
gemini-2.0-flash-lite,ll-3.1-70b,pku_saferlhf,-71,0.4
gemini-2.0-flash,ll-3.1-70b,pku_saferlhf,-77,0.61
ll-3.1-8b,ll-3.1-70b,pku_saferlhf,52,0.54
ll-3.1-405b,ll-3.1-70b,pku_saferlhf,-48,0.19
qwen-2.5-72b,ll-3.1-70b,pku_saferlhf,-3,0.22
qwen-3.0-80b,ll-3.1-70b,pku_saferlhf,-114,0.02
deepseek-3.1,ll-3.1-70b,pku_saferlhf,-131,0.03
kimi-k2,ll-3.1-70b,pku_saferlhf,-135,0.64
gpt-4o-mini,ll-3.1-405b,pku_saferlhf,27,0.32
gpt-4.1-mini,ll-3.1-405b,pku_saferlhf,-45,0.02
gpt-4o,ll-3.1-405b,pku_saferlhf,-107,0.2025910931174089
gpt-4.1,ll-3.1-405b,pku_saferlhf,-78,0.59
haiku-3.5,ll-3.1-405b,pku_saferlhf,13,0.35
sonnet-4.5,ll-3.1-405b,pku_saferlhf,-112,1.0
opus-4.1,ll-3.1-405b,pku_saferlhf,-110,0.948434547908232
gemini-2.0-flash-lite,ll-3.1-405b,pku_saferlhf,-23,0.45
gemini-2.0-flash,ll-3.1-405b,pku_saferlhf,-29,0.66
ll-3.1-8b,ll-3.1-405b,pku_saferlhf,100,0.57
ll-3.1-70b,ll-3.1-405b,pku_saferlhf,48,0.47
qwen-2.5-72b,ll-3.1-405b,pku_saferlhf,45,0.31
qwen-3.0-80b,ll-3.1-405b,pku_saferlhf,-66,0.0
deepseek-3.1,ll-3.1-405b,pku_saferlhf,-83,0.01
kimi-k2,ll-3.1-405b,pku_saferlhf,-87,0.62
gpt-4o-mini,qwen-2.5-72b,pku_saferlhf,-18,0.17
gpt-4.1-mini,qwen-2.5-72b,pku_saferlhf,-90,0.02
gpt-4o,qwen-2.5-72b,pku_saferlhf,-152,0.01
gpt-4.1,qwen-2.5-72b,pku_saferlhf,-123,0.4
haiku-3.5,qwen-2.5-72b,pku_saferlhf,-32,0.31
sonnet-4.5,qwen-2.5-72b,pku_saferlhf,-157,0.99
opus-4.1,qwen-2.5-72b,pku_saferlhf,-155,0.9897435897435898
gemini-2.0-flash-lite,qwen-2.5-72b,pku_saferlhf,-68,0.2
gemini-2.0-flash,qwen-2.5-72b,pku_saferlhf,-74,0.61
ll-3.1-8b,qwen-2.5-72b,pku_saferlhf,55,0.5
ll-3.1-70b,qwen-2.5-72b,pku_saferlhf,3,0.24
ll-3.1-405b,qwen-2.5-72b,pku_saferlhf,-45,0.07
qwen-3.0-80b,qwen-2.5-72b,pku_saferlhf,-111,0.02
deepseek-3.1,qwen-2.5-72b,pku_saferlhf,-128,0.02
kimi-k2,qwen-2.5-72b,pku_saferlhf,-132,0.4
gpt-4o-mini,qwen-3.0-80b,pku_saferlhf,93,0.13
gpt-4.1-mini,qwen-3.0-80b,pku_saferlhf,21,0.0
gpt-4o,qwen-3.0-80b,pku_saferlhf,-41,0.02
gpt-4.1,qwen-3.0-80b,pku_saferlhf,-12,0.58
haiku-3.5,qwen-3.0-80b,pku_saferlhf,79,0.27
sonnet-4.5,qwen-3.0-80b,pku_saferlhf,-46,1.0
opus-4.1,qwen-3.0-80b,pku_saferlhf,-44,1.0
gemini-2.0-flash-lite,qwen-3.0-80b,pku_saferlhf,43,0.1
gemini-2.0-flash,qwen-3.0-80b,pku_saferlhf,37,0.44
ll-3.1-8b,qwen-3.0-80b,pku_saferlhf,166,0.53
ll-3.1-70b,qwen-3.0-80b,pku_saferlhf,114,0.7
ll-3.1-405b,qwen-3.0-80b,pku_saferlhf,66,0.52
qwen-2.5-72b,qwen-3.0-80b,pku_saferlhf,111,0.02
deepseek-3.1,qwen-3.0-80b,pku_saferlhf,-17,0.01
kimi-k2,qwen-3.0-80b,pku_saferlhf,-21,0.3
gpt-4o-mini,deepseek-3.1,pku_saferlhf,110,0.26
gpt-4.1-mini,deepseek-3.1,pku_saferlhf,38,0.0
gpt-4o,deepseek-3.1,pku_saferlhf,-24,0.02
gpt-4.1,deepseek-3.1,pku_saferlhf,5,0.3
haiku-3.5,deepseek-3.1,pku_saferlhf,96,0.3
sonnet-4.5,deepseek-3.1,pku_saferlhf,-29,0.85
opus-4.1,deepseek-3.1,pku_saferlhf,-27,0.69
gemini-2.0-flash-lite,deepseek-3.1,pku_saferlhf,60,0.24
gemini-2.0-flash,deepseek-3.1,pku_saferlhf,54,0.54
ll-3.1-8b,deepseek-3.1,pku_saferlhf,183,0.51
ll-3.1-70b,deepseek-3.1,pku_saferlhf,131,0.31
ll-3.1-405b,deepseek-3.1,pku_saferlhf,83,0.14
qwen-2.5-72b,deepseek-3.1,pku_saferlhf,128,0.07
qwen-3.0-80b,deepseek-3.1,pku_saferlhf,17,0.01
kimi-k2,deepseek-3.1,pku_saferlhf,-4,0.36
gpt-4o-mini,kimi-k2,pku_saferlhf,114,0.42
gpt-4.1-mini,kimi-k2,pku_saferlhf,42,0.0
gpt-4o,kimi-k2,pku_saferlhf,-20,0.1107692307692307
gpt-4.1,kimi-k2,pku_saferlhf,9,0.35
haiku-3.5,kimi-k2,pku_saferlhf,100,0.41
sonnet-4.5,kimi-k2,pku_saferlhf,-25,0.99
opus-4.1,kimi-k2,pku_saferlhf,-23,0.97
gemini-2.0-flash-lite,kimi-k2,pku_saferlhf,64,0.12
gemini-2.0-flash,kimi-k2,pku_saferlhf,58,0.42
ll-3.1-8b,kimi-k2,pku_saferlhf,187,0.49
ll-3.1-70b,kimi-k2,pku_saferlhf,135,0.79
ll-3.1-405b,kimi-k2,pku_saferlhf,87,0.69
qwen-2.5-72b,kimi-k2,pku_saferlhf,132,0.24
qwen-3.0-80b,kimi-k2,pku_saferlhf,21,0.0
deepseek-3.1,kimi-k2,pku_saferlhf,4,0.04
gpt-4.1-mini,gpt-4o-mini,bigcodebench,-72,0.11
gpt-4o,gpt-4o-mini,bigcodebench,-134,0.11
gpt-4.1,gpt-4o-mini,bigcodebench,-105,0.63
haiku-3.5,gpt-4o-mini,bigcodebench,-14,0.5
sonnet-4.5,gpt-4o-mini,bigcodebench,-139,0.53
opus-4.1,gpt-4o-mini,bigcodebench,-137,0.93
gemini-2.0-flash-lite,gpt-4o-mini,bigcodebench,-50,0.03
gemini-2.0-flash,gpt-4o-mini,bigcodebench,-56,0.37
ll-3.1-8b,gpt-4o-mini,bigcodebench,73,0.51
ll-3.1-70b,gpt-4o-mini,bigcodebench,21,0.35
ll-3.1-405b,gpt-4o-mini,bigcodebench,-27,0.28
qwen-2.5-72b,gpt-4o-mini,bigcodebench,18,0.14
qwen-3.0-80b,gpt-4o-mini,bigcodebench,-93,0.29
deepseek-3.1,gpt-4o-mini,bigcodebench,-110,0.32
kimi-k2,gpt-4o-mini,bigcodebench,-114,0.24
gpt-4o-mini,gpt-4.1-mini,bigcodebench,72,0.05
gpt-4o,gpt-4.1-mini,bigcodebench,-62,0.07
gpt-4.1,gpt-4.1-mini,bigcodebench,-33,0.1
haiku-3.5,gpt-4.1-mini,bigcodebench,58,0.73
sonnet-4.5,gpt-4.1-mini,bigcodebench,-67,0.51
opus-4.1,gpt-4.1-mini,bigcodebench,-65,0.83
gemini-2.0-flash-lite,gpt-4.1-mini,bigcodebench,22,0.07
gemini-2.0-flash,gpt-4.1-mini,bigcodebench,16,0.18
ll-3.1-8b,gpt-4.1-mini,bigcodebench,145,0.75
ll-3.1-70b,gpt-4.1-mini,bigcodebench,93,0.2
ll-3.1-405b,gpt-4.1-mini,bigcodebench,45,0.09
qwen-2.5-72b,gpt-4.1-mini,bigcodebench,90,0.07
qwen-3.0-80b,gpt-4.1-mini,bigcodebench,-21,0.05
deepseek-3.1,gpt-4.1-mini,bigcodebench,-38,0.42
kimi-k2,gpt-4.1-mini,bigcodebench,-42,0.39
gpt-4o-mini,gpt-4o,bigcodebench,134,0.02
gpt-4.1-mini,gpt-4o,bigcodebench,62,0.06
gpt-4.1,gpt-4o,bigcodebench,29,0.42
haiku-3.5,gpt-4o,bigcodebench,120,0.49
sonnet-4.5,gpt-4o,bigcodebench,-5,0.51
opus-4.1,gpt-4o,bigcodebench,-3,0.95
gemini-2.0-flash-lite,gpt-4o,bigcodebench,84,0.03
gemini-2.0-flash,gpt-4o,bigcodebench,78,0.2
ll-3.1-8b,gpt-4o,bigcodebench,207,0.54
ll-3.1-70b,gpt-4o,bigcodebench,155,0.21
ll-3.1-405b,gpt-4o,bigcodebench,107,0.16
qwen-2.5-72b,gpt-4o,bigcodebench,152,0.08
qwen-3.0-80b,gpt-4o,bigcodebench,41,0.22
deepseek-3.1,gpt-4o,bigcodebench,24,0.21
kimi-k2,gpt-4o,bigcodebench,20,0.16
gpt-4o-mini,gpt-4.1,bigcodebench,105,0.03
gpt-4.1-mini,gpt-4.1,bigcodebench,33,0.03
gpt-4o,gpt-4.1,bigcodebench,-29,0.03
haiku-3.5,gpt-4.1,bigcodebench,91,0.57
sonnet-4.5,gpt-4.1,bigcodebench,-34,0.57
opus-4.1,gpt-4.1,bigcodebench,-32,0.88
gemini-2.0-flash-lite,gpt-4.1,bigcodebench,55,0.02
gemini-2.0-flash,gpt-4.1,bigcodebench,49,0.15
ll-3.1-8b,gpt-4.1,bigcodebench,178,0.66
ll-3.1-70b,gpt-4.1,bigcodebench,126,0.27
ll-3.1-405b,gpt-4.1,bigcodebench,78,0.08
qwen-2.5-72b,gpt-4.1,bigcodebench,123,0.11
qwen-3.0-80b,gpt-4.1,bigcodebench,12,0.13
deepseek-3.1,gpt-4.1,bigcodebench,-5,0.35
kimi-k2,gpt-4.1,bigcodebench,-9,0.39
gpt-4o-mini,haiku-3.5,bigcodebench,14,0.02
gpt-4.1-mini,haiku-3.5,bigcodebench,-58,0.04
gpt-4o,haiku-3.5,bigcodebench,-120,0.1
gpt-4.1,haiku-3.5,bigcodebench,-91,0.35
sonnet-4.5,haiku-3.5,bigcodebench,-125,0.5
opus-4.1,haiku-3.5,bigcodebench,-123,0.94
gemini-2.0-flash-lite,haiku-3.5,bigcodebench,-36,0.01
gemini-2.0-flash,haiku-3.5,bigcodebench,-42,0.3
ll-3.1-8b,haiku-3.5,bigcodebench,87,0.51
ll-3.1-70b,haiku-3.5,bigcodebench,35,0.19
ll-3.1-405b,haiku-3.5,bigcodebench,-13,0.17
qwen-2.5-72b,haiku-3.5,bigcodebench,32,0.4
qwen-3.0-80b,haiku-3.5,bigcodebench,-79,0.26
deepseek-3.1,haiku-3.5,bigcodebench,-96,0.26
kimi-k2,haiku-3.5,bigcodebench,-100,0.27
gpt-4o-mini,sonnet-4.5,bigcodebench,139,0.04
gpt-4.1-mini,sonnet-4.5,bigcodebench,67,0.0
gpt-4o,sonnet-4.5,bigcodebench,5,0.14
gpt-4.1,sonnet-4.5,bigcodebench,34,0.23
haiku-3.5,sonnet-4.5,bigcodebench,125,0.66
opus-4.1,sonnet-4.5,bigcodebench,2,0.86
gemini-2.0-flash-lite,sonnet-4.5,bigcodebench,89,0.01
gemini-2.0-flash,sonnet-4.5,bigcodebench,83,0.13
ll-3.1-8b,sonnet-4.5,bigcodebench,212,0.48
ll-3.1-70b,sonnet-4.5,bigcodebench,160,0.12
ll-3.1-405b,sonnet-4.5,bigcodebench,112,0.05
qwen-2.5-72b,sonnet-4.5,bigcodebench,157,0.28
qwen-3.0-80b,sonnet-4.5,bigcodebench,46,0.18
deepseek-3.1,sonnet-4.5,bigcodebench,29,0.29
kimi-k2,sonnet-4.5,bigcodebench,25,0.31
gpt-4o-mini,opus-4.1,bigcodebench,137,0.01
gpt-4.1-mini,opus-4.1,bigcodebench,65,0.04
gpt-4o,opus-4.1,bigcodebench,3,0.18
gpt-4.1,opus-4.1,bigcodebench,32,0.27
haiku-3.5,opus-4.1,bigcodebench,123,0.49
sonnet-4.5,opus-4.1,bigcodebench,-2,0.51
gemini-2.0-flash-lite,opus-4.1,bigcodebench,87,0.02
gemini-2.0-flash,opus-4.1,bigcodebench,81,0.13
ll-3.1-8b,opus-4.1,bigcodebench,210,0.44
ll-3.1-70b,opus-4.1,bigcodebench,158,0.08
ll-3.1-405b,opus-4.1,bigcodebench,110,0.05
qwen-2.5-72b,opus-4.1,bigcodebench,155,0.28
qwen-3.0-80b,opus-4.1,bigcodebench,44,0.28
deepseek-3.1,opus-4.1,bigcodebench,27,0.26
kimi-k2,opus-4.1,bigcodebench,23,0.21
gpt-4o-mini,gemini-2.0-flash-lite,bigcodebench,50,0.04
gpt-4.1-mini,gemini-2.0-flash-lite,bigcodebench,-22,0.08
gpt-4o,gemini-2.0-flash-lite,bigcodebench,-84,0.15
gpt-4.1,gemini-2.0-flash-lite,bigcodebench,-55,0.37
haiku-3.5,gemini-2.0-flash-lite,bigcodebench,36,0.55
sonnet-4.5,gemini-2.0-flash-lite,bigcodebench,-89,0.58
opus-4.1,gemini-2.0-flash-lite,bigcodebench,-87,0.87
