evaluator,generator,dataset,distance,performance
gpt-4.1,gemini-2.0-flash-lite,bigcodebench,-55,0.66
haiku-3.5,gemini-2.0-flash-lite,bigcodebench,36,0.66
sonnet-4.5,gemini-2.0-flash-lite,bigcodebench,-89,0.65
opus-4.1,gemini-2.0-flash-lite,bigcodebench,-87,0.86
gemini-2.0-flash,gemini-2.0-flash-lite,bigcodebench,-6,0.56
ll-3.1-8b,gemini-2.0-flash-lite,bigcodebench,123,0.5
ll-3.1-70b,gemini-2.0-flash-lite,bigcodebench,71,0.48
ll-3.1-405b,gemini-2.0-flash-lite,bigcodebench,23,0.6
qwen-2.5-72b,gemini-2.0-flash-lite,bigcodebench,68,0.69
qwen-3.0-80b,gemini-2.0-flash-lite,bigcodebench,-43,0.78
deepseek-3.1,gemini-2.0-flash-lite,bigcodebench,-60,0.6
kimi-k2,gemini-2.0-flash-lite,bigcodebench,-64,0.44
gpt-4o-mini,gemini-2.0-flash,bigcodebench,56,0.47
gpt-4.1-mini,gemini-2.0-flash,bigcodebench,-16,0.53
gpt-4o,gemini-2.0-flash,bigcodebench,-78,0.5
gpt-4.1,gemini-2.0-flash,bigcodebench,-49,0.69
haiku-3.5,gemini-2.0-flash,bigcodebench,42,0.62
sonnet-4.5,gemini-2.0-flash,bigcodebench,-83,0.65
opus-4.1,gemini-2.0-flash,bigcodebench,-81,0.88
gemini-2.0-flash-lite,gemini-2.0-flash,bigcodebench,6,0.45
ll-3.1-8b,gemini-2.0-flash,bigcodebench,129,0.51
ll-3.1-70b,gemini-2.0-flash,bigcodebench,77,0.48
ll-3.1-405b,gemini-2.0-flash,bigcodebench,29,0.59
qwen-2.5-72b,gemini-2.0-flash,bigcodebench,74,0.64
qwen-3.0-80b,gemini-2.0-flash,bigcodebench,-37,0.75
deepseek-3.1,gemini-2.0-flash,bigcodebench,-54,0.54
kimi-k2,gemini-2.0-flash,bigcodebench,-58,0.38
gpt-4o-mini,ll-3.1-8b,bigcodebench,-73,0.55
gpt-4.1-mini,ll-3.1-8b,bigcodebench,-145,0.82
gpt-4o,ll-3.1-8b,bigcodebench,-207,0.73
gpt-4.1,ll-3.1-8b,bigcodebench,-178,0.95
haiku-3.5,ll-3.1-8b,bigcodebench,-87,0.78
sonnet-4.5,ll-3.1-8b,bigcodebench,-212,0.9
opus-4.1,ll-3.1-8b,bigcodebench,-210,1.0
gemini-2.0-flash-lite,ll-3.1-8b,bigcodebench,-123,0.78
gemini-2.0-flash,ll-3.1-8b,bigcodebench,-129,0.89
ll-3.1-70b,ll-3.1-8b,bigcodebench,-52,0.56
ll-3.1-405b,ll-3.1-8b,bigcodebench,-100,0.73
qwen-2.5-72b,ll-3.1-8b,bigcodebench,-55,0.7
qwen-3.0-80b,ll-3.1-8b,bigcodebench,-166,0.95
deepseek-3.1,ll-3.1-8b,bigcodebench,-183,0.67
kimi-k2,ll-3.1-8b,bigcodebench,-187,0.78
gpt-4o-mini,ll-3.1-70b,bigcodebench,-21,0.44
gpt-4.1-mini,ll-3.1-70b,bigcodebench,-93,0.64
gpt-4o,ll-3.1-70b,bigcodebench,-155,0.53
gpt-4.1,ll-3.1-70b,bigcodebench,-126,0.9
haiku-3.5,ll-3.1-70b,bigcodebench,-35,0.68
sonnet-4.5,ll-3.1-70b,bigcodebench,-160,0.8
opus-4.1,ll-3.1-70b,bigcodebench,-158,0.99
gemini-2.0-flash-lite,ll-3.1-70b,bigcodebench,-71,0.58
gemini-2.0-flash,ll-3.1-70b,bigcodebench,-77,0.77
ll-3.1-8b,ll-3.1-70b,bigcodebench,52,0.49
ll-3.1-405b,ll-3.1-70b,bigcodebench,-48,0.57
qwen-2.5-72b,ll-3.1-70b,bigcodebench,-3,0.58
qwen-3.0-80b,ll-3.1-70b,bigcodebench,-114,0.94
deepseek-3.1,ll-3.1-70b,bigcodebench,-131,0.53
kimi-k2,ll-3.1-70b,bigcodebench,-135,0.6
gpt-4o-mini,ll-3.1-405b,bigcodebench,27,0.46
gpt-4.1-mini,ll-3.1-405b,bigcodebench,-45,0.62
gpt-4o,ll-3.1-405b,bigcodebench,-107,0.46
gpt-4.1,ll-3.1-405b,bigcodebench,-78,0.81
haiku-3.5,ll-3.1-405b,bigcodebench,13,0.62
sonnet-4.5,ll-3.1-405b,bigcodebench,-112,0.8
opus-4.1,ll-3.1-405b,bigcodebench,-110,0.94
gemini-2.0-flash-lite,ll-3.1-405b,bigcodebench,-23,0.57
gemini-2.0-flash,ll-3.1-405b,bigcodebench,-29,0.74
ll-3.1-8b,ll-3.1-405b,bigcodebench,100,0.5
ll-3.1-70b,ll-3.1-405b,bigcodebench,48,0.47
qwen-2.5-72b,ll-3.1-405b,bigcodebench,45,0.51
qwen-3.0-80b,ll-3.1-405b,bigcodebench,-66,0.95
deepseek-3.1,ll-3.1-405b,bigcodebench,-83,0.52
kimi-k2,ll-3.1-405b,bigcodebench,-87,0.61
gpt-4o-mini,qwen-2.5-72b,bigcodebench,-18,0.48
gpt-4.1-mini,qwen-2.5-72b,bigcodebench,-90,0.63
gpt-4o,qwen-2.5-72b,bigcodebench,-152,0.59
gpt-4.1,qwen-2.5-72b,bigcodebench,-123,0.86
haiku-3.5,qwen-2.5-72b,bigcodebench,-32,0.73
sonnet-4.5,qwen-2.5-72b,bigcodebench,-157,0.86
opus-4.1,qwen-2.5-72b,bigcodebench,-155,0.92
gemini-2.0-flash-lite,qwen-2.5-72b,bigcodebench,-68,0.7
gemini-2.0-flash,qwen-2.5-72b,bigcodebench,-74,0.83
ll-3.1-8b,qwen-2.5-72b,bigcodebench,55,0.5
ll-3.1-70b,qwen-2.5-72b,bigcodebench,3,0.52
ll-3.1-405b,qwen-2.5-72b,bigcodebench,-45,0.58
qwen-3.0-80b,qwen-2.5-72b,bigcodebench,-111,0.92
deepseek-3.1,qwen-2.5-72b,bigcodebench,-128,0.6
kimi-k2,qwen-2.5-72b,bigcodebench,-132,0.54
gpt-4o-mini,qwen-3.0-80b,bigcodebench,93,0.48
gpt-4.1-mini,qwen-3.0-80b,bigcodebench,21,0.43
gpt-4o,qwen-3.0-80b,bigcodebench,-41,0.45
gpt-4.1,qwen-3.0-80b,bigcodebench,-12,0.57
haiku-3.5,qwen-3.0-80b,bigcodebench,79,0.57
sonnet-4.5,qwen-3.0-80b,bigcodebench,-46,0.67
opus-4.1,qwen-3.0-80b,bigcodebench,-44,0.86
gemini-2.0-flash-lite,qwen-3.0-80b,bigcodebench,43,0.49
gemini-2.0-flash,qwen-3.0-80b,bigcodebench,37,0.63
ll-3.1-8b,qwen-3.0-80b,bigcodebench,166,0.51
ll-3.1-70b,qwen-3.0-80b,bigcodebench,114,0.48
ll-3.1-405b,qwen-3.0-80b,bigcodebench,66,0.62
qwen-2.5-72b,qwen-3.0-80b,bigcodebench,111,0.55
deepseek-3.1,qwen-3.0-80b,bigcodebench,-17,0.53
kimi-k2,qwen-3.0-80b,bigcodebench,-21,0.46
gpt-4o-mini,deepseek-3.1,bigcodebench,110,0.53
gpt-4.1-mini,deepseek-3.1,bigcodebench,38,0.6
gpt-4o,deepseek-3.1,bigcodebench,-24,0.5
gpt-4.1,deepseek-3.1,bigcodebench,5,0.61
haiku-3.5,deepseek-3.1,bigcodebench,96,0.46
sonnet-4.5,deepseek-3.1,bigcodebench,-29,0.65
opus-4.1,deepseek-3.1,bigcodebench,-27,0.9
gemini-2.0-flash-lite,deepseek-3.1,bigcodebench,60,0.61
gemini-2.0-flash,deepseek-3.1,bigcodebench,54,0.68
ll-3.1-8b,deepseek-3.1,bigcodebench,183,0.51
ll-3.1-70b,deepseek-3.1,bigcodebench,131,0.5
ll-3.1-405b,deepseek-3.1,bigcodebench,83,0.67
qwen-2.5-72b,deepseek-3.1,bigcodebench,128,0.63
qwen-3.0-80b,deepseek-3.1,bigcodebench,17,0.7
kimi-k2,deepseek-3.1,bigcodebench,-4,0.44
gpt-4o-mini,kimi-k2,bigcodebench,114,0.53
gpt-4.1-mini,kimi-k2,bigcodebench,42,0.58
gpt-4o,kimi-k2,bigcodebench,-20,0.49
gpt-4.1,kimi-k2,bigcodebench,9,0.6
haiku-3.5,kimi-k2,bigcodebench,100,0.59
sonnet-4.5,kimi-k2,bigcodebench,-25,0.73
opus-4.1,kimi-k2,bigcodebench,-23,0.93
gemini-2.0-flash-lite,kimi-k2,bigcodebench,64,0.67
gemini-2.0-flash,kimi-k2,bigcodebench,58,0.69
ll-3.1-8b,kimi-k2,bigcodebench,187,0.53
ll-3.1-70b,kimi-k2,bigcodebench,135,0.51
ll-3.1-405b,kimi-k2,bigcodebench,87,0.71
qwen-2.5-72b,kimi-k2,bigcodebench,132,0.58
qwen-3.0-80b,kimi-k2,bigcodebench,21,0.79
deepseek-3.1,kimi-k2,bigcodebench,4,0.59
