evaluator,generator,dataset,distance,performance,n_samples
qwen-3.0-80b,ll-3.1-405b,bigcodebench,-66,0.95,100
deepseek-3.1,ll-3.1-405b,bigcodebench,-83,0.52,100
kimi-k2,ll-3.1-405b,bigcodebench,-87,0.61,100
gpt-oss-120b-thinking,qwen-2.5-72b,bigcodebench,-69,0.8888888888888888,100
opus-4.1-thinking,qwen-2.5-72b,bigcodebench,-156,0.92,100
gemini-2.5-pro-thinking,qwen-2.5-72b,bigcodebench,-160,0.98,100
qwen-3.0-80b-thinking,qwen-2.5-72b,bigcodebench,-80,0.76,100
deepseek-r1-thinking,qwen-2.5-72b,bigcodebench,-133,0.7,100
kimi-k2-thinking,qwen-2.5-72b,bigcodebench,-144,0.8421052631578947,100
gpt-4o-mini,qwen-2.5-72b,bigcodebench,-18,0.48,100
gpt-4.1-mini,qwen-2.5-72b,bigcodebench,-90,0.63,100
gpt-4o,qwen-2.5-72b,bigcodebench,-152,0.59,100
gpt-4.1,qwen-2.5-72b,bigcodebench,-123,0.86,100
haiku-3.5,qwen-2.5-72b,bigcodebench,-32,0.73,100
sonnet-4.5,qwen-2.5-72b,bigcodebench,-157,0.86,100
opus-4.1,qwen-2.5-72b,bigcodebench,-155,0.92,100
gemini-2.0-flash-lite,qwen-2.5-72b,bigcodebench,-68,0.7,100
gemini-2.0-flash,qwen-2.5-72b,bigcodebench,-74,0.83,100
ll-3.1-8b,qwen-2.5-72b,bigcodebench,55,0.5,100
ll-3.1-70b,qwen-2.5-72b,bigcodebench,3,0.52,100
ll-3.1-405b,qwen-2.5-72b,bigcodebench,-45,0.58,100
qwen-3.0-80b,qwen-2.5-72b,bigcodebench,-111,0.92,100
deepseek-3.1,qwen-2.5-72b,bigcodebench,-128,0.6,100
kimi-k2,qwen-2.5-72b,bigcodebench,-132,0.54,100
gpt-oss-120b-thinking,qwen-3.0-80b,bigcodebench,42,0.6363636363636364,100
opus-4.1-thinking,qwen-3.0-80b,bigcodebench,-45,0.75,100
gemini-2.5-pro-thinking,qwen-3.0-80b,bigcodebench,-49,0.96,100
qwen-3.0-80b-thinking,qwen-3.0-80b,bigcodebench,31,0.44,100
deepseek-r1-thinking,qwen-3.0-80b,bigcodebench,-22,0.43,100
kimi-k2-thinking,qwen-3.0-80b,bigcodebench,-33,0.7959183673469387,100
gpt-4o-mini,qwen-3.0-80b,bigcodebench,93,0.48,100
gpt-4.1-mini,qwen-3.0-80b,bigcodebench,21,0.43,100
gpt-4o,qwen-3.0-80b,bigcodebench,-41,0.45,100
gpt-4.1,qwen-3.0-80b,bigcodebench,-12,0.57,100
haiku-3.5,qwen-3.0-80b,bigcodebench,79,0.57,100
sonnet-4.5,qwen-3.0-80b,bigcodebench,-46,0.67,100
opus-4.1,qwen-3.0-80b,bigcodebench,-44,0.86,100
gemini-2.0-flash-lite,qwen-3.0-80b,bigcodebench,43,0.49,100
gemini-2.0-flash,qwen-3.0-80b,bigcodebench,37,0.63,100
ll-3.1-8b,qwen-3.0-80b,bigcodebench,166,0.51,100
ll-3.1-70b,qwen-3.0-80b,bigcodebench,114,0.48,100
ll-3.1-405b,qwen-3.0-80b,bigcodebench,66,0.62,100
qwen-2.5-72b,qwen-3.0-80b,bigcodebench,111,0.55,100
deepseek-3.1,qwen-3.0-80b,bigcodebench,-17,0.53,100
kimi-k2,qwen-3.0-80b,bigcodebench,-21,0.46,100
gpt-oss-120b-thinking,deepseek-3.1,bigcodebench,59,0.75,100
opus-4.1-thinking,deepseek-3.1,bigcodebench,-28,0.63,100
gemini-2.5-pro-thinking,deepseek-3.1,bigcodebench,-32,0.9,100
qwen-3.0-80b-thinking,deepseek-3.1,bigcodebench,48,0.48,100
deepseek-r1-thinking,deepseek-3.1,bigcodebench,-5,0.41,100
kimi-k2-thinking,deepseek-3.1,bigcodebench,-16,0.7849462365591396,100
gpt-4o-mini,deepseek-3.1,bigcodebench,110,0.53,100
gpt-4.1-mini,deepseek-3.1,bigcodebench,38,0.6,100
gpt-4o,deepseek-3.1,bigcodebench,-24,0.5,100
gpt-4.1,deepseek-3.1,bigcodebench,5,0.61,100
haiku-3.5,deepseek-3.1,bigcodebench,96,0.46,100
sonnet-4.5,deepseek-3.1,bigcodebench,-29,0.65,100
opus-4.1,deepseek-3.1,bigcodebench,-27,0.9,100
gemini-2.0-flash-lite,deepseek-3.1,bigcodebench,60,0.61,100
gemini-2.0-flash,deepseek-3.1,bigcodebench,54,0.68,100
ll-3.1-8b,deepseek-3.1,bigcodebench,183,0.51,100
ll-3.1-70b,deepseek-3.1,bigcodebench,131,0.5,100
ll-3.1-405b,deepseek-3.1,bigcodebench,83,0.67,100
qwen-2.5-72b,deepseek-3.1,bigcodebench,128,0.63,100
qwen-3.0-80b,deepseek-3.1,bigcodebench,17,0.7,100
kimi-k2,deepseek-3.1,bigcodebench,-4,0.44,100
gpt-oss-120b-thinking,kimi-k2,bigcodebench,63,0.79,100
opus-4.1-thinking,kimi-k2,bigcodebench,-24,0.9,100
gemini-2.5-pro-thinking,kimi-k2,bigcodebench,-28,0.95,100
qwen-3.0-80b-thinking,kimi-k2,bigcodebench,52,0.5,100
deepseek-r1-thinking,kimi-k2,bigcodebench,-1,0.58,100
kimi-k2-thinking,kimi-k2,bigcodebench,-12,0.8191489361702128,100
gpt-4o-mini,kimi-k2,bigcodebench,114,0.53,100
gpt-4.1-mini,kimi-k2,bigcodebench,42,0.58,100
gpt-4o,kimi-k2,bigcodebench,-20,0.49,100
gpt-4.1,kimi-k2,bigcodebench,9,0.6,100
haiku-3.5,kimi-k2,bigcodebench,100,0.59,100
sonnet-4.5,kimi-k2,bigcodebench,-25,0.73,100
opus-4.1,kimi-k2,bigcodebench,-23,0.93,100
gemini-2.0-flash-lite,kimi-k2,bigcodebench,64,0.67,100
gemini-2.0-flash,kimi-k2,bigcodebench,58,0.69,100
ll-3.1-8b,kimi-k2,bigcodebench,187,0.53,100
ll-3.1-70b,kimi-k2,bigcodebench,135,0.51,100
ll-3.1-405b,kimi-k2,bigcodebench,87,0.71,100
qwen-2.5-72b,kimi-k2,bigcodebench,132,0.58,100
qwen-3.0-80b,kimi-k2,bigcodebench,21,0.79,100
deepseek-3.1,kimi-k2,bigcodebench,4,0.59,100
